orig_cell_types	layer_ID
Ambiguous	110
Excitatory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Excitatory	110
Inhibitory	110
Excitatory	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Pericytes	110
Excitatory	110
Excitatory	110
Astrocyte	110
Excitatory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Endothelial 1	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
OD Mature 2	110
Excitatory	110
Excitatory	110
Ambiguous	110
Excitatory	110
Excitatory	110
Microglia	110
Excitatory	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Ambiguous	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Astrocyte	110
Excitatory	110
Excitatory	110
Astrocyte	110
Ambiguous	110
Ambiguous	110
Astrocyte	110
OD Immature 1	110
Astrocyte	110
Ambiguous	110
Excitatory	110
Excitatory	110
Excitatory	110
Endothelial 1	110
Ambiguous	110
Excitatory	110
Ambiguous	110
Endothelial 1	110
Microglia	110
Excitatory	110
Ambiguous	110
Inhibitory	110
OD Mature 2	110
Excitatory	110
Astrocyte	110
Excitatory	110
OD Immature 1	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Astrocyte	110
Ambiguous	110
Excitatory	110
Astrocyte	110
Ambiguous	110
Astrocyte	110
OD Immature 1	110
Excitatory	110
Excitatory	110
Inhibitory	110
Endothelial 1	110
Excitatory	110
Astrocyte	110
Excitatory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Excitatory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Excitatory	110
Ambiguous	110
Astrocyte	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Endothelial 1	110
Inhibitory	110
Excitatory	110
Excitatory	110
Excitatory	110
Inhibitory	110
Excitatory	110
Excitatory	110
Endothelial 1	110
OD Immature 1	110
OD Mature 1	110
Endothelial 2	110
Astrocyte	110
Astrocyte	110
Ambiguous	110
Astrocyte	110
Ambiguous	110
Endothelial 1	110
Astrocyte	110
Astrocyte	110
Ambiguous	110
Microglia	110
Astrocyte	110
Astrocyte	110
OD Immature 1	110
Astrocyte	110
Astrocyte	110
OD Immature 2	110
Astrocyte	110
Ambiguous	110
Ambiguous	110
Astrocyte	110
Excitatory	110
Endothelial 2	110
Endothelial 1	110
Endothelial 1	110
OD Immature 1	110
Astrocyte	110
Endothelial 1	110
Endothelial 3	110
Inhibitory	110
Endothelial 1	110
Astrocyte	110
Astrocyte	110
Endothelial 1	110
Ependymal	110
Astrocyte	110
Astrocyte	110
Astrocyte	110
OD Immature 1	110
Astrocyte	110
Astrocyte	110
Astrocyte	110
Endothelial 1	110
Ambiguous	110
Astrocyte	110
Endothelial 1	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
OD Immature 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
Astrocyte	110
Ambiguous	110
Ambiguous	110
Astrocyte	110
Astrocyte	110
Microglia	110
OD Immature 1	110
OD Immature 1	110
Astrocyte	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Ambiguous	110
Excitatory	110
Astrocyte	110
OD Mature 2	110
Excitatory	110
Astrocyte	110
Astrocyte	110
OD Immature 1	110
Endothelial 1	110
Pericytes	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Excitatory	110
Inhibitory	110
Endothelial 1	110
Excitatory	110
Excitatory	110
Ambiguous	110
Endothelial 1	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
Astrocyte	110
Excitatory	110
Endothelial 1	110
Endothelial 1	110
Ambiguous	110
Excitatory	110
Ambiguous	110
Endothelial 1	110
Excitatory	110
Astrocyte	110
Excitatory	110
OD Immature 1	110
Ambiguous	110
Excitatory	110
OD Mature 2	110
Astrocyte	110
Microglia	110
Inhibitory	110
Excitatory	110
Excitatory	110
Pericytes	110
Excitatory	110
Excitatory	110
Excitatory	110
Inhibitory	110
Astrocyte	110
Excitatory	110
Excitatory	110
Astrocyte	110
Ambiguous	110
OD Immature 1	110
Excitatory	110
Ambiguous	110
Excitatory	110
Inhibitory	110
OD Immature 1	110
Astrocyte	110
Inhibitory	110
Ambiguous	110
Endothelial 3	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Excitatory	110
OD Mature 1	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
OD Mature 2	110
Inhibitory	110
Ambiguous	110
OD Mature 1	110
Inhibitory	110
Microglia	110
OD Immature 1	110
Ambiguous	110
Astrocyte	110
Excitatory	110
Inhibitory	110
OD Mature 2	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Excitatory	110
Ambiguous	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Mature 1	110
Ambiguous	110
Ambiguous	110
Endothelial 1	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Microglia	110
OD Immature 1	110
OD Mature 1	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Endothelial 3	110
Astrocyte	110
Endothelial 1	110
OD Mature 2	110
Excitatory	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
OD Mature 1	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Endothelial 1	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Excitatory	110
OD Mature 1	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Ambiguous	110
Astrocyte	110
Endothelial 3	110
Endothelial 1	110
OD Mature 2	110
OD Mature 2	110
Excitatory	110
Ambiguous	110
Excitatory	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Astrocyte	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Endothelial 1	110
Excitatory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Excitatory	110
Inhibitory	110
OD Mature 2	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
OD Mature 2	110
Ambiguous	110
Ambiguous	110
Excitatory	110
Astrocyte	110
Endothelial 3	110
Inhibitory	110
Astrocyte	110
Excitatory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
OD Immature 1	110
Excitatory	110
Ambiguous	110
Excitatory	110
Excitatory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Endothelial 1	110
OD Immature 1	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Astrocyte	110
Excitatory	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Astrocyte	110
Ambiguous	110
Excitatory	110
OD Immature 1	110
Inhibitory	110
OD Immature 1	110
Microglia	110
Inhibitory	110
OD Mature 2	110
OD Mature 2	110
Inhibitory	110
Ambiguous	110
Excitatory	110
OD Immature 1	110
Excitatory	110
Endothelial 1	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
OD Mature 1	110
Ambiguous	110
OD Mature 2	110
Inhibitory	110
Astrocyte	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Immature 1	110
Microglia	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Microglia	110
Endothelial 2	110
Endothelial 3	110
Inhibitory	110
Endothelial 1	110
Endothelial 1	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
OD Mature 1	110
Astrocyte	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Microglia	110
Endothelial 1	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Astrocyte	110
Endothelial 2	110
OD Immature 1	110
Endothelial 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
OD Mature 2	110
OD Mature 4	110
OD Mature 2	110
Astrocyte	110
OD Mature 4	110
OD Mature 2	110
Astrocyte	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Inhibitory	110
OD Immature 1	110
Astrocyte	110
Inhibitory	110
OD Immature 1	110
OD Mature 2	110
Inhibitory	110
Endothelial 3	110
Inhibitory	110
Inhibitory	110
OD Mature 4	110
Ambiguous	110
Ambiguous	110
Astrocyte	110
OD Mature 2	110
Ambiguous	110
Endothelial 1	110
OD Mature 2	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
OD Mature 2	110
Ambiguous	110
OD Mature 1	110
Inhibitory	110
OD Mature 1	110
Excitatory	110
OD Mature 1	110
Astrocyte	110
Excitatory	110
Ambiguous	110
OD Mature 4	110
Excitatory	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
OD Mature 2	110
OD Mature 1	110
Ambiguous	110
Endothelial 1	110
OD Mature 2	110
Endothelial 1	110
OD Immature 1	110
OD Mature 1	110
OD Mature 2	110
Endothelial 1	110
OD Mature 2	110
Ambiguous	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
Excitatory	110
Ambiguous	110
OD Immature 1	110
Excitatory	110
Endothelial 1	110
OD Mature 2	110
Ambiguous	110
OD Mature 2	110
Excitatory	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
Astrocyte	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Ambiguous	110
Excitatory	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
Ambiguous	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
Endothelial 1	110
Ambiguous	110
OD Mature 2	110
Excitatory	110
OD Mature 1	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Astrocyte	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Excitatory	110
Excitatory	110
OD Immature 1	110
OD Immature 1	110
Ambiguous	110
Excitatory	110
Microglia	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Excitatory	110
Excitatory	110
OD Mature 2	110
Astrocyte	110
Excitatory	110
Endothelial 1	110
Endothelial 1	110
OD Mature 1	110
Ambiguous	110
Endothelial 1	110
Excitatory	110
Excitatory	110
OD Mature 2	110
Excitatory	110
Excitatory	110
Astrocyte	110
OD Mature 2	110
Astrocyte	110
Excitatory	110
OD Mature 2	110
Excitatory	110
Excitatory	110
OD Immature 1	110
Excitatory	110
Ambiguous	110
OD Mature 2	110
OD Mature 2	110
Ambiguous	110
Endothelial 3	110
Ambiguous	110
Excitatory	110
Ambiguous	110
Excitatory	110
OD Mature 2	110
Excitatory	110
Ambiguous	110
Ependymal	110
OD Immature 1	110
OD Mature 2	110
Excitatory	110
Microglia	110
Excitatory	110
Ambiguous	110
Ambiguous	110
Excitatory	110
Ambiguous	110
Excitatory	110
Excitatory	110
OD Mature 2	110
OD Mature 1	110
OD Immature 1	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
Excitatory	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Excitatory	110
Endothelial 1	110
Excitatory	110
Excitatory	110
Astrocyte	110
OD Mature 2	110
Excitatory	110
Excitatory	110
Excitatory	110
OD Mature 4	110
Ambiguous	110
Excitatory	110
Microglia	110
Excitatory	110
Ambiguous	110
Excitatory	110
Excitatory	110
Excitatory	110
Endothelial 1	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Ambiguous	110
OD Mature 2	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Ambiguous	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Excitatory	110
OD Immature 2	110
Excitatory	110
Inhibitory	110
Excitatory	110
OD Immature 2	110
Excitatory	110
Inhibitory	110
OD Immature 1	110
Endothelial 1	110
Excitatory	110
Astrocyte	110
Excitatory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Microglia	110
Ambiguous	110
Excitatory	110
Inhibitory	110
Ambiguous	110
OD Immature 1	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
Inhibitory	110
Excitatory	110
Excitatory	110
Excitatory	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Excitatory	110
OD Immature 1	110
Ambiguous	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Ambiguous	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Endothelial 3	110
Inhibitory	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
Excitatory	110
Excitatory	110
Ambiguous	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
OD Mature 2	110
Microglia	110
Ambiguous	110
Excitatory	110
Excitatory	110
Astrocyte	110
OD Immature 2	110
Excitatory	110
Astrocyte	110
Excitatory	110
Excitatory	110
Endothelial 1	110
Excitatory	110
Excitatory	110
OD Mature 2	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
Ambiguous	110
Endothelial 3	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
Ambiguous	110
OD Mature 2	110
OD Immature 1	110
Inhibitory	110
Ambiguous	110
OD Mature 4	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Excitatory	110
Ambiguous	110
Astrocyte	110
Microglia	110
Excitatory	110
Excitatory	110
OD Mature 2	110
Excitatory	110
OD Mature 4	110
Excitatory	110
OD Mature 1	110
Excitatory	110
Excitatory	110
Microglia	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
Excitatory	110
OD Mature 2	110
OD Mature 2	110
Excitatory	110
Astrocyte	110
Ambiguous	110
OD Mature 2	110
Inhibitory	110
Astrocyte	110
Endothelial 1	110
OD Immature 1	110
Inhibitory	110
OD Mature 2	110
Excitatory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Astrocyte	110
OD Immature 1	110
Inhibitory	110
Pericytes	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
OD Mature 2	110
OD Mature 1	110
OD Immature 1	110
Endothelial 3	110
Inhibitory	110
Astrocyte	110
OD Mature 1	110
Inhibitory	110
OD Mature 2	110
OD Mature 1	110
Ambiguous	110
Microglia	110
Astrocyte	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Endothelial 3	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Pericytes	110
OD Immature 1	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Microglia	110
Pericytes	110
Inhibitory	110
Astrocyte	110
Pericytes	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Pericytes	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
OD Immature 1	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Pericytes	110
OD Immature 1	110
Inhibitory	110
Pericytes	110
Ambiguous	110
OD Immature 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Excitatory	110
Microglia	110
Astrocyte	110
Ambiguous	110
Excitatory	110
Endothelial 3	110
Inhibitory	110
Ambiguous	110
Endothelial 3	110
Inhibitory	110
Ambiguous	110
Astrocyte	110
Excitatory	110
Inhibitory	110
OD Immature 1	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Endothelial 3	110
Ambiguous	110
OD Mature 2	110
OD Immature 1	110
OD Immature 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Inhibitory	110
Excitatory	110
Astrocyte	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Endothelial 1	110
OD Mature 2	110
Microglia	110
OD Mature 2	110
Endothelial 1	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Excitatory	110
Endothelial 1	110
OD Immature 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Endothelial 1	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Microglia	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Ambiguous	110
Inhibitory	110
Endothelial 3	110
Ambiguous	110
OD Mature 2	110
Endothelial 1	110
Microglia	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Ambiguous	110
Astrocyte	110
OD Mature 2	110
Astrocyte	110
Inhibitory	110
Ambiguous	110
Endothelial 3	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Astrocyte	110
OD Mature 1	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
OD Mature 2	110
Astrocyte	110
OD Immature 1	110
Inhibitory	110
Ambiguous	110
OD Mature 2	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Inhibitory	110
Endothelial 3	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Microglia	110
Endothelial 1	110
Endothelial 1	110
Inhibitory	110
OD Mature 2	110
OD Mature 2	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Endothelial 3	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Microglia	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Immature 1	110
Excitatory	110
Excitatory	110
Inhibitory	110
Excitatory	110
OD Mature 1	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
Endothelial 1	110
Excitatory	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Astrocyte	110
Excitatory	110
Endothelial 1	110
Astrocyte	110
Astrocyte	110
Endothelial 1	110
Endothelial 1	110
Ambiguous	110
Inhibitory	110
OD Mature 1	110
Ambiguous	110
Inhibitory	110
Endothelial 1	110
Ambiguous	110
Ambiguous	110
OD Mature 2	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Endothelial 1	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
OD Mature 1	110
Inhibitory	110
OD Mature 2	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Inhibitory	110
Astrocyte	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Endothelial 1	110
Ambiguous	110
Ambiguous	110
Endothelial 1	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Pericytes	110
Inhibitory	110
Endothelial 3	110
Inhibitory	110
Endothelial 3	110
Endothelial 1	110
Inhibitory	110
Astrocyte	110
Endothelial 3	110
Ambiguous	110
Endothelial 2	110
Inhibitory	110
Endothelial 1	110
Endothelial 1	110
Ambiguous	110
Astrocyte	110
Endothelial 1	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
OD Mature 2	110
Endothelial 2	110
Astrocyte	110
Astrocyte	110
Endothelial 3	110
OD Mature 2	110
Ambiguous	110
Ambiguous	110
Endothelial 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Immature 1	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
Ambiguous	110
Ambiguous	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
OD Immature 1	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Endothelial 1	110
Inhibitory	110
Inhibitory	110
Excitatory	110
OD Mature 2	110
Inhibitory	110
OD Mature 2	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
OD Mature 1	110
Inhibitory	110
Ambiguous	110
Excitatory	110
Endothelial 1	110
Astrocyte	110
Inhibitory	110
Astrocyte	110
Ambiguous	110
Ambiguous	110
Ambiguous	110
Ambiguous	110
OD Mature 2	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
Ambiguous	110
OD Mature 2	110
Astrocyte	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
Excitatory	110
Astrocyte	110
Astrocyte	110
Endothelial 1	110
Ambiguous	110
Astrocyte	110
Astrocyte	110
Excitatory	110
OD Mature 2	110
Astrocyte	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Endothelial 1	110
Inhibitory	110
Endothelial 1	110
Endothelial 3	110
Endothelial 3	110
Astrocyte	110
Astrocyte	110
Endothelial 1	110
OD Mature 1	110
Astrocyte	110
OD Mature 2	110
OD Immature 1	110
Ambiguous	110
Ambiguous	110
Excitatory	110
Astrocyte	110
Microglia	110
Ambiguous	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Ambiguous	110
OD Mature 1	110
Ambiguous	110
Endothelial 3	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Ambiguous	110
Ambiguous	110
OD Mature 2	110
Endothelial 1	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
OD Mature 2	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Mature 1	110
Astrocyte	110
Endothelial 3	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
OD Mature 2	110
Inhibitory	110
Astrocyte	110
Excitatory	110
Astrocyte	110
OD Mature 2	110
Inhibitory	110
Excitatory	110
Excitatory	110
Endothelial 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
OD Immature 1	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
OD Immature 1	110
OD Mature 2	110
Endothelial 1	110
Ambiguous	110
Excitatory	110
OD Immature 1	110
Inhibitory	110
Endothelial 1	110
Endothelial 3	110
Excitatory	110
Inhibitory	110
Microglia	110
OD Mature 2	110
Inhibitory	110
OD Immature 1	110
Excitatory	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
Endothelial 1	110
Excitatory	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
OD Mature 2	110
OD Mature 2	110
Inhibitory	110
OD Mature 1	110
Endothelial 1	110
Ambiguous	110
Inhibitory	110
Astrocyte	110
Inhibitory	110
Astrocyte	110
Excitatory	110
Excitatory	110
Inhibitory	110
Inhibitory	110
Excitatory	110
Ambiguous	110
Endothelial 1	110
Microglia	110
Inhibitory	110
Endothelial 1	110
Endothelial 1	110
Endothelial 3	110
Astrocyte	110
Endothelial 1	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Endothelial 3	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Endothelial 1	110
Ambiguous	110
Inhibitory	110
Inhibitory	110
Astrocyte	110
Ambiguous	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Endothelial 3	110
Excitatory	110
Astrocyte	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
OD Mature 2	110
Inhibitory	110
Ambiguous	110
Microglia	110
Inhibitory	110
OD Mature 1	110
Inhibitory	110
Inhibitory	110
Inhibitory	110
Ambiguous	110
Inhibitory	110
Excitatory	110
Inhibitory	110
